Player,Player_ID,Pos,Age,Exp,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,AST% 3-4-5,OBPM 3-4-5,Yr
David West,2561,PF,35,V,SAS,78,1404,17.6,0.573,0.016,0.179,6,18.6,12.5,15.4,1.6,3,12.3,18,2.4,2.9,5.4,0.184,0.1,3.3,3.4,1.9,N/A,N/A,2016
David West,2561,PF,34,V,IND,66,1895,16,0.508,0.029,0.235,6.4,19.7,13.1,20.1,1.3,2,13.7,21,1.4,2.8,4.3,0.108,-0.7,2.4,1.7,1.8,N/A,N/A,2015
David West,2561,PF,33,V,IND,80,2472,17.5,0.533,0.016,0.267,5.7,18.3,12.3,16.1,1.3,2.3,11.2,21.9,3.1,5,8.1,0.157,-0.6,2.7,2,2.5,N/A,N/A,2014
David West,2561,PF,32,V,IND,73,2435,20.1,0.545,0.019,0.312,6.8,18.8,12.9,16.8,1.6,2.1,12,24.4,4.4,4.7,9.1,0.179,0.9,2.4,3.3,3.3,N/A,N/A,2013
David West,2561,PF,31,V,IND,66,1925,17.8,0.531,0.013,0.246,6.9,18.3,12.6,13.1,1.4,1.9,10.5,20.9,3.4,2.5,5.9,0.147,0.7,1,1.7,1.8,N/A,N/A,2012
David West,2561,PF,30,V,NOH,70,2451,20.4,0.558,0.009,0.314,7.6,18.7,13.1,12.7,1.5,2.1,10.7,25.8,4.4,3.4,7.8,0.152,1.2,1.5,2.7,2.9,N/A,N/A,2011
David West,2561,PF,29,V,NOH,81,2949,18.9,0.56,0.022,0.279,6.4,17.9,12,13.7,1.3,1.5,11.2,24,5.2,2.3,7.5,0.122,0.8,0.4,1.2,2.4,N/A,N/A,2010
David West,2561,PF,28,V,NOH,76,2982,18.9,0.54,0.019,0.321,6.5,19.7,13.1,10.9,0.9,1.9,10,26.5,4.2,3.5,7.8,0.125,-0.6,0.2,-0.5,1.2,N/A,N/A,2009
David West,2561,PF,27,V,NOH,76,2870,19.9,0.535,0.019,0.27,7.2,20.6,13.7,10.6,1.2,2.7,10.2,26.3,4.3,4,8.4,0.14,-0.2,1.4,1.1,2.3,N/A,N/A,2008
David West,2561,PF,26,V,NOK,52,1900,18.9,0.532,0.032,0.287,7.5,18.5,12.9,10.9,1.2,1.6,9.9,23.8,3.1,2,5.2,0.131,0.7,0.5,1.2,1.5,N/A,N/A,2007
David West,2561,PF,25,V,NOK,74,2526,19.7,0.554,0.011,0.228,7.7,18.4,12.9,7.2,1.3,2.1,8.4,23,4.8,2.6,7.4,0.141,0.9,0.1,1,1.9,N/A,N/A,2006
David West,2561,SF,24,V,NOH,30,552,11.1,0.479,0.029,0.291,8.2,19.9,13.8,7.6,1.2,2.3,16,19.4,-0.3,0.6,0.2,0.022,-4.7,0.2,-4.6,-0.4,N/A,N/A,2005
David West,2561,4,23,R,NOH,71,930,15.9,0.519,0.009,0.351,14,22.6,18.2,11.1,1.6,2.3,15.4,15.3,1.4,1.3,2.8,0.143,-1.3,1.4,0.1,0.5,9.5,0.4,2004
David Wingate,766,SG,34,V,SEA,58,546,8.6,0.491,0.05,0.207,4.2,12.9,8.6,10.4,2.1,0.4,19.5,16.1,-0.3,0.6,0.3,0.026,-4.3,-0.3,-4.6,-0.4,N/A,N/A,1998
David Wingate,766,SG,33,V,SEA,65,929,9.3,0.509,0.332,0.187,3,6.6,4.8,13,2.5,0.5,13.8,13.2,0.6,1.1,1.7,0.087,-1.7,-0.2,-2,0,N/A,N/A,1997
Davis Bertans,202722,PF,26,V,SAS,76,1632,13,0.632,0.746,0.132,1.6,16,8.8,8.2,1,1.7,8.2,14.1,2.6,1.5,4,0.118,1.6,-0.4,1.2,1.3,N/A,N/A,2019
Davis Bertans,202722,PF,25,V,SAS,77,1086,14.1,0.588,0.689,0.134,1.8,13.9,7.8,10.3,1.2,2.1,8.5,17.4,1.6,1.4,3.1,0.135,1.2,-0.3,1,0.8,N/A,N/A,2018
Davis Bertans,202722,4,24,R,SAS,67,808,12.9,0.609,0.739,0.145,3.2,10.6,6.9,8.3,1.3,2.8,11.4,15.7,1.1,1.2,2.3,0.135,1.2,0.5,1.7,0.8,N/A,N/A,2017
De'Aaron Fox,1628368,PG,21,V,SAC,81,2546,18.1,0.544,0.211,0.378,1.7,10.8,6.2,33.2,2.4,1.5,15,24.5,3.2,2.5,5.6,0.106,1.1,0,1.1,2,N/A,N/A,2019
De'Aaron Fox,1628368,1,20,R,SAC,73,2026,11.2,0.478,0.192,0.245,1.8,10,5.7,24.6,1.7,0.9,16.4,23.4,-1.7,1.1,-0.6,-0.014,-2.8,-1.5,-4.4,-1.2,N/A,N/A,2018
De'Anthony Melton,1629001,1,20,R,PHO,50,984,9.9,0.466,0.371,0.109,2.8,12.5,7.5,22.3,3.3,1.9,21.8,15,-0.8,0.8,0,0.002,-3.5,1,-2.6,-0.1,N/A,N/A,2019
Dean Garrett,1051,C,34,V,MIN,70,831,12.5,0.511,0,0.25,8.8,21.1,14.9,4.1,1.6,4.2,12.6,10.8,0.7,1.2,1.9,0.109,-3.1,1.8,-1.3,0.2,N/A,N/A,2001
Dean Garrett,1051,C,33,V,MIN,56,604,9,0.477,0,0.241,7.8,19.3,13.5,4.3,0.7,4.8,15,10.5,0.2,0.8,1,0.077,-4.4,1.8,-2.6,-0.1,N/A,N/A,2000
Dean Garrett,1051,C,32,V,MIN,49,1054,13.6,0.533,0,0.221,9.7,18.2,13.6,4.1,1.5,3.2,10.3,11.8,1.5,1.4,2.9,0.131,-1.8,1.6,-0.2,0.5,N/A,N/A,1999
Dean Garrett,1051,C,31,V,DEN,82,2632,12.1,0.465,0,0.312,9.9,19.2,14.4,5.8,1.2,3.8,11.6,12.6,1.2,1.1,2.2,0.041,-2.8,0.9,-1.9,0.1,N/A,N/A,1998
Deandre Ayton,1629028,5,20,R,PHO,71,2183,20.5,0.608,0.005,0.217,11.1,26.1,18.5,9.6,1.3,2.6,11.7,21.2,4.1,1.7,5.8,0.128,-0.1,0.2,0.2,1.2,N/A,N/A,2019
DeAndre Jordan,201599,C,30,V,TOT,69,2047,19,0.674,0,0.592,11.7,35.2,23.5,11.6,1,3,21.4,15,4,3.1,7.1,0.167,-0.9,3.3,2.4,2.3,N/A,N/A,2019
DeAndre Jordan,201599,C,29,V,LAC,77,2424,20.2,0.648,0,0.54,15.1,37.6,26.5,7.1,0.8,2.4,16.1,15.2,6,3.4,9.4,0.186,0.5,1.6,2.1,2.5,N/A,N/A,2018
DeAndre Jordan,201599,C,28,V,LAC,81,2570,21.8,0.673,0.003,0.737,13.3,34.6,24.2,5.7,1,4.3,13.2,15.3,7.2,4.6,11.8,0.22,1,3,4,3.9,N/A,N/A,2017
DeAndre Jordan,201599,C,27,V,LAC,77,2598,20.6,0.628,0.002,1.219,11.4,32.7,22.2,5.3,1,5.4,12.1,15.4,6,5.5,11.5,0.213,-0.4,3.8,3.4,3.5,N/A,N/A,2016
DeAndre Jordan,201599,C,26,V,LAC,82,2820,21,0.638,0.007,0.882,16.2,32.4,24.5,3.2,1.5,5.4,12.8,13.6,7.4,5.4,12.8,0.217,0.9,3.2,4.1,4.3,N/A,N/A,2015
DeAndre Jordan,201599,C,25,V,LAC,82,2870,18.2,0.63,0,0.726,13.3,29.3,21.6,3.7,1.4,5.4,15.3,12.4,5.3,5.8,11.1,0.186,-0.1,4.2,4.1,4.4,N/A,N/A,2014
DeAndre Jordan,201599,C,24,V,LAC,82,2010,17.2,0.606,0,0.51,12.7,22.4,17.6,2.2,1.3,4.7,14.3,15.9,3,3.2,6.2,0.148,-0.8,1.1,0.3,1.2,N/A,N/A,2013
DeAndre Jordan,201599,C,23,V,LAC,66,1798,16.4,0.626,0.003,0.433,13.2,23,18.1,1.5,0.9,6.2,16,11.9,3.2,2.4,5.6,0.15,-1.1,2.1,1,1.4,N/A,N/A,2012
DeAndre Jordan,201599,C,22,V,LAC,80,2047,14.8,0.648,0.003,0.636,11.9,20.9,16.5,3.2,1,5.4,18.8,11.7,2.6,2.6,5.2,0.122,-1.2,2.5,1.3,1.7,N/A,N/A,2011
DeAndre Jordan,201599,C,21,V,LAC,70,1137,12.7,0.571,0.008,0.538,12.4,23.6,17.9,2.9,0.7,4,20.3,14.7,0.2,1.2,1.5,0.061,-3.9,0.3,-3.7,-0.5,N/A,N/A,2010
DeAndre Jordan,201599,5,20,R,LAC,53,771,14.1,0.585,0,0.741,10.5,25.5,17.8,2.3,0.7,5.7,17.4,13.9,0.4,0.9,1.3,0.079,-4.7,0.6,-4.1,-0.4,2.3,-1,2009
DeAndre Liggins,202732,SG,29,V,TOT,58,724,6,0.467,0.5,0.047,1.1,10.6,5.9,8.4,2.5,1.6,15.6,7.9,-0.2,0.7,0.5,0.034,-3.4,1.2,-2.2,0,N/A,N/A,2018
DeAndre' Bembry,1627761,2,24,R,ATL,82,1931,10.8,0.508,0.281,0.221,2.9,16.9,9.7,14.7,2.5,1.8,17.4,17.2,-0.9,1.7,0.9,0.022,-3.3,1.1,-2.2,-0.1,N/A,N/A,2019
Dedric Willoughby,2000,1,25,R,CHI,25,508,12.2,0.472,0.547,0.285,2.5,9.4,5.9,24.6,2.4,0.3,15.5,21.5,0,0.4,0.4,0.04,-0.2,-2.1,-2.3,0,-1,-10,2000
Dee Brown,244,PG,31,V,TOR,38,673,11.8,0.498,0.725,0.062,1.4,7.7,4.5,20.7,1.9,0.5,12.8,20,0.4,0.4,0.8,0.057,1.3,-3.1,-1.9,0,N/A,N/A,2000
Dee Brown,244,PG,30,V,TOR,49,1377,13.9,0.529,0.705,0.111,1.2,7.5,4.3,18.8,2.2,0.4,13.4,19.7,1.8,0.6,2.5,0.086,2.9,-3,-0.1,0.7,N/A,N/A,1999
Dee Brown,244,SG,29,V,TOT,72,1719,14.2,0.555,0.482,0.126,1.5,9.1,5.1,14.8,2.5,1,11,16.9,2.6,0.8,3.4,0.095,1.1,-1.9,-0.8,0.5,N/A,N/A,1998
Dee Brown,244,PG,28,V,BOS,21,522,11.3,0.455,0.392,0.133,1.6,9.6,5.3,19.6,3,1,12,16.4,0.1,0.3,0.3,0.03,-1.5,-1,-2.5,-0.1,N/A,N/A,1997
Dejounte Murray,1627749,1,21,R,SAS,81,1743,15.1,0.485,0.056,0.243,7,22.4,14.6,20.2,2.8,1.5,16.6,20.7,-0.2,3.4,3.2,0.087,-2.2,3.4,1.2,1.4,N/A,N/A,2018
DeJuan Blair,201971,PF,24,V,DAL,78,1214,17.3,0.557,0.005,0.308,13.3,21.6,17.5,8.9,2.5,1.4,14.7,19.6,1.8,1.5,3.4,0.133,-0.2,0.8,0.6,0.8,N/A,N/A,2014
DeJuan Blair,201971,PF,23,V,SAS,61,851,14.6,0.543,0.004,0.258,9.5,21.1,15.6,8.3,2.2,0.9,14,19,0.7,1.5,2.2,0.126,-2,1.3,-0.8,0.3,N/A,N/A,2013
DeJuan Blair,201971,PF,22,V,SAS,64,1363,17.6,0.549,0.002,0.236,13.2,16.3,14.8,9.2,2.2,0.6,14.2,21.7,2.2,1.8,4,0.142,0.8,0.8,1.6,1.2,N/A,N/A,2012
DeJuan Blair,201971,PF,21,V,SAS,81,1734,17.1,0.524,0.003,0.235,14.8,22.9,18.9,7.1,2.8,1.7,14.9,20.1,1.5,3.2,4.8,0.132,-1.1,2.2,1.1,1.3,N/A,N/A,2011
DeJuan Blair,201971,4,20,R,SAS,82,1494,17.7,0.564,0.004,0.325,16,25.1,20.6,7.1,1.8,1.9,16.5,20.8,1.8,2.8,4.6,0.147,-0.7,1.4,0.7,1,8.9,-0.2,2010
DeJuan Wheat,1545,1,25,R,VAN,46,590,12.8,0.479,0.311,0.285,2.2,6.9,4.5,31.4,2.4,0.3,18.1,20.6,0.2,0.1,0.3,0.024,-0.9,-3.7,-4.5,-0.4,-1,-10,1999
Dell Curry,209,SG,37,V,TOR,56,886,12,0.495,0.378,0.107,2.9,7.8,5.2,11.9,1.3,0.5,10.1,20.8,0.6,0.6,1.2,0.063,-0.7,-2.7,-3.4,-0.3,N/A,N/A,2002
Dell Curry,209,SG,36,V,TOR,71,956,14.4,0.53,0.38,0.134,1.8,8.3,5,13.2,1.5,0.6,8.8,20.7,1.5,0.5,2,0.101,1.1,-2.7,-1.6,0.1,N/A,N/A,2001
